ind,GEO,LON,LAT,Source,Cluster1,Cluster2,Cluster3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,filt_Cluster1,filt_Cluster2,filt_PC1,filt_PC2,filt_PC3,filt_PC4,filt_PC5,filt_PC6,filt_PC7,filt_PC8,filt_PC9,filt_PC10,filt_PC11,filt_PC12,filt_PC13,filt_PC14,filt_PC15,filt_PC16,filt_PC17,filt_PC18,filt_PC19,filt_PC20,wc2.1_2.5m_bio_1,wc2.1_2.5m_bio_12
588138,Unknown,NA,NA,Conserved,6e-6,0.999989,6e-6,-0.0292479,0.0126531,-0.00784832,0.0209652,0.00398974,0.00488583,0.00165955,0.00854607,-0.0360864,0.00637582,-5.66342e-4,0.00334705,0.00536037,0.00756945,-0.0095639,-0.020144,0.00194893,-0.0057854,-0.00261226,-0.00759883,0.992808,0.007192,0.0430612,-0.0191937,-0.0110051,0.0122355,-0.00287366,-0.0087183,-0.00163678,0.00731288,-0.0297488,-0.00498079,-0.0844785,-0.0141011,-0.0267595,0.0371639,4.14713e-4,-0.031495,-0.0219523,-0.0147283,-0.00733559,-0.0101606,NA,NA
040_1,Virginia,-80.39236,36.78126,Wild,0.223988,0.776006,6e-6,-0.00401311,-0.0277325,-0.0208119,-0.0451394,-0.0236432,-0.0307693,0.00432431,0.00487715,0.127819,-0.0653514,0.0587754,-0.0853746,-0.0513053,-0.00475004,-0.0263652,-0.0514031,0.00957413,-0.0384097,-0.113138,0.199705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.297666549682615,1176
040_2,Virginia,-80.39236,36.78126,Wild,6e-6,0.999988,5e-6,-0.0305052,0.00948438,-0.013398,0.0140419,-0.0159825,-0.00861948,-0.00147519,-0.0168999,0.0862642,-0.0609232,0.0354356,-0.0759267,-0.0331975,-0.0252224,-0.00778692,-0.0514493,0.0122422,-0.0268582,-0.0285417,0.0526149,1.35e-4,0.999865,-0.113395,-0.0769127,-0.0340768,-0.0231463,0.035953,-7.11353e-4,0.018998,-0.00477053,-7.17056e-5,0.0169156,0.0149485,0.0266888,0.00530751,-0.0416909,0.0396469,-0.0540414,0.0983116,-0.00534273,0.0242892,0.00194533,10.297666549682615,1176
109_2,New Hampshire,-71.61115,42.87887,Wild,0.011433,0.988561,6e-6,-0.0254423,0.00788471,-0.010805,0.0109347,0.00568686,-0.00279245,0.00137286,0.0123261,-0.0681985,-0.00166478,-0.0242988,0.0305513,-0.00686779,-0.00692303,-0.0204057,-0.0391455,-0.00383761,0.00348442,-0.0242251,0.0104407,0.99992,8e-5,0.0702498,-0.0438398,0.0448224,-0.0650007,0.0665474,0.0353708,-0.209304,-0.0431624,-0.00326847,-0.00692568,0.0145838,-0.0116576,0.0202731,-0.00887967,-0.00971381,0.00450192,0.00895123,0.0253388,-0.00917859,-0.00272905,7.959666728973389,1077
109_1,New Hampshire,-71.61115,42.87887,Wild,0.26435,0.735643,6e-6,0.00547987,-0.02678,-0.0155549,-0.0519291,-0.00256327,-0.00908577,0.00405076,0.0217116,-0.0752451,-0.0538401,-0.0406461,0.0246136,-0.0171067,-0.0101376,-0.0106203,-0.0384768,0.00123417,-0.0256301,-0.0390022,-0.0348179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.959666728973389,1077
109_4,New Hampshire,-71.61115,42.87887,Wild,7e-6,0.999987,6e-6,-0.0273799,0.00971559,-0.00889886,0.0146237,0.00791644,0.00974761,0.00330089,0.0144481,-0.0568992,-0.00282843,-0.0210212,0.0206838,0.00328922,0.00872772,-0.0193056,-0.0269417,-0.00273852,0.009595,-0.033174,0.00893304,0.999928,7.2e-5,0.0669472,-0.030779,0.0298212,-0.0483095,0.0442321,0.0175713,-0.161835,-0.0378811,0.00218152,0.0148452,0.0268165,0.0109574,0.0263892,0.0187318,0.00364383,-0.00208901,0.00737729,0.00457722,0.00898712,-0.00504512,7.959666728973389,1077
109_3,New Hampshire,-71.61115,42.87887,Wild,7e-6,0.998684,0.001309,-0.0252223,0.00967174,-0.00987553,0.0117062,0.00389673,-0.0012531,0.00298821,0.0140982,-0.0663533,0.00145793,-0.0208525,0.0242831,0.00118162,-0.0012432,-0.0212374,-0.0262882,-0.00416027,-0.00203692,-0.0215305,0.00467568,0.999909,9.1e-5,0.0652838,-0.0414765,0.0301269,-0.0536832,0.057827,0.0234858,-0.184476,-0.0463566,0.00159561,0.00772671,0.0248185,-0.0018205,0.0246871,9.79978e-4,0.00287284,0.00677912,0.00882801,0.0225038,-0.00897996,0.0247043,7.959666728973389,1077
483154,New Hampshire,-70.934703,43.325313,Conserved,0.021702,0.978291,7e-6,-0.0217233,0.0094995,-0.0099521,0.0114111,0.00543272,0.0081538,-0.00585916,0.00805033,-0.0462374,0.00869554,-0.0127018,0.00733706,0.00430546,0.00226527,-0.0230621,-0.0245374,0.00384902,-0.0118141,0.00920776,-0.0146382,0.97840800000000006,0.021592,0.0581782,-0.0300889,-0.0279484,0.0338099,-0.00847456,0.00574553,0.0140187,0.0392603,-0.0398455,0.00279628,-0.1117,-0.0616335,-0.0323017,0.0303508,0.0177944,-0.0183149,-0.0683037,-0.0265226,0.0273396,-0.00683865,7.937833309173584,1124
483153,New Hampshire,-70.934703,43.325313,Conserved,7e-6,0.999987,6e-6,-0.0240735,0.0125152,-0.0108044,0.0158997,0.00440874,0.00743385,-0.00162945,0.00757079,-0.0421721,0.0100913,-0.0148748,0.0101977,0.00424634,0.00960274,-0.0202608,-0.029258,0.00142062,-0.00474313,0.00118064,-0.00763731,0.999878,1.22e-4,0.0580179,-0.0225742,-0.0197024,0.019443,0.00465787,0.00932528,0.0169367,0.0424518,-0.0288424,-0.00557677,-0.128077,-0.0499087,-0.0582259,0.0499501,0.015087,-0.0486073,-0.0627549,-0.0151217,0.0259523,-0.0544834,7.937833309173584,1124
483156,New Hampshire,-71.144825,43.114177,Conserved,0.118053,0.88194,6e-6,-0.0141183,-0.00752586,-0.00984834,-0.0167122,0.00422524,0.0129223,-0.00276415,0.00933314,-0.0481863,0.00824179,-0.00585367,0.00211342,0.0152376,0.00798096,-0.0210347,0.00704181,-0.00702922,-0.00544369,-0.00656127,0.0499915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.988500118255615,1065
483155,New Hampshire,-70.948264,43.299583,Conserved,0.052822,0.947171,7e-6,-0.0192233,0.00365752,-0.00923667,0.00265951,-0.00207162,-0.00821466,0.00118816,0.0111943,-0.0402734,0.00397641,0.00506447,0.00900936,-0.00982687,0.00827927,-0.0173421,-0.00864125,-0.00416362,-0.0296054,-0.0177979,0.0169394,0.940232,0.059768,0.0393675,-0.0298684,-0.027715,0.00437832,0.0275413,0.0374654,-0.0120849,0.00128064,-0.0369484,-0.00140429,-0.102394,-0.0799855,0.0137395,-0.027315,0.0177387,-0.0202901,-0.0568537,-0.0105964,0.0157482,0.00794574,7.937833309173584,1124
483157,New Hampshire,-71.418832,42.766801,Conserved,6e-6,0.999988,6e-6,-0.0291509,0.0127132,-0.00884505,0.0203953,0.00165246,0.00503359,-0.00179737,0.00844691,-0.0354712,0.00625389,-0.019846,0.0186842,0.00343087,0.00719066,-0.0139075,-0.0151375,3.49973e-4,0.00206697,-8.24184e-4,0.00384695,0.976149,0.023851,0.0520455,-0.00693059,0.0242413,-0.00270826,0.0235405,-0.0103986,-0.0227535,0.00513302,-0.0327404,0.0167747,-0.0195549,7.73091e-4,-0.01826,0.00115101,-0.0171032,0.0174107,0.0193383,0.0101726,-0.00609455,-0.019771,8.815500259399414,1103
483159,Massachusetts,-71.217982,42.538876,Conserved,7e-6,0.885794,0.114199,0.00270219,0.0258324,-0.00984545,0.0143598,0.00500349,0.00484431,0.0169794,0.0119297,-0.0401935,0.00175933,-0.0155481,0.00909062,-0.00141076,0.00363223,-0.00418127,-0.0160532,0.0177964,-0.00343365,-0.00345487,0.0149767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.387333869934082,1151
483161,Massachusetts,-71.217982,42.538876,Conserved,5e-6,0.999989,5e-6,-0.0305708,0.0135469,-0.00792202,0.0215876,0.00227267,-8.9913e-4,0.00224051,0.00642021,-0.0274097,0.00514512,-0.0168489,0.0196004,0.00113238,0.00432137,-0.0115882,-0.0159533,0.00396854,-0.0015719,-0.0134965,0.00672201,0.929622,0.070378,0.0383267,-0.00500164,0.0118909,-0.0080423,0.00969105,-0.00328113,-0.00528792,-0.00516287,0.00656847,0.0146949,-0.0131712,-0.00502739,0.0024637,0.0114706,-0.00877575,-0.00412494,0.0140517,0.0185799,-1.02284e-4,-0.00898108,9.387333869934082,1151
483160,Massachusetts,-71.217982,42.538876,Conserved,5e-6,0.999989,5e-6,-0.0294905,0.0127498,-0.00783155,0.0217679,3.05032e-4,1.77668e-4,0.00248399,0.00634624,-0.0259266,0.0043792,-0.00869053,0.0100553,-0.00158247,0.00792374,0.0012918,-0.0178898,0.00483186,3.93758e-4,-0.00848803,0.00190784,0.878917,0.121083,0.0321043,-0.00252977,0.0104082,-0.00960787,0.0090278,-0.00716495,-0.0102955,0.00836206,-0.00624022,-0.00607474,-0.0448947,-0.0067054,-0.0142935,-0.00238502,-0.0128253,-0.00783659,0.0171543,0.00900765,0.00619992,0.00191125,9.387333869934082,1151
483163,New York,-74.533089,42.761922,Conserved,5e-6,0.464369,0.535625,0.0372698,-0.0128445,0.294926,0.0311167,0.216639,-0.199838,0.0814135,-0.0118138,0.0215409,0.00901448,-0.00327477,-0.0267565,-9.1037e-4,-0.00734421,0.0077981,0.00718256,-0.00671407,-0.00206924,-0.00338252,-0.0107665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.161333084106445,1043
483162,Massachusetts,-71.202751,42.493269,Conserved,7e-6,0.999987,6e-6,-0.028242,0.0118386,-0.00948318,0.0173768,0.00118298,0.00141005,0.00245454,0.00833916,-0.0309568,0.00763474,-0.012858,0.0115239,0.00787739,-4.53244e-4,-0.00599187,-0.00800076,-3.53873e-4,0.00415354,-0.00466679,0.00878736,0.914733,0.085267,0.0384105,-2.04699e-4,0.0109753,-0.0218682,0.00143338,0.00232269,-0.0259421,-0.00419387,0.00353475,0.0316704,-0.0275667,0.0227742,-0.00575257,-0.021056,-0.0197836,0.00347879,5.86579e-4,0.0298751,0.0155624,0.0105782,9.543499946594238,1152
052_7,Virginia,-80.11744,37.02033,Wild,6e-6,0.999988,5e-6,-0.0290157,0.0084187,-0.0130055,0.0129392,-0.0127143,-0.00576121,-0.00153522,-0.014897,0.0789278,-0.0463499,0.0249406,-0.0667819,-0.0205809,-0.0186041,-0.0121395,-0.0364724,0.00866269,-0.00781341,-0.00978999,0.0137106,8.4e-5,0.999916,-0.102642,-0.0687044,-0.0129059,-0.00978229,0.00759586,-0.00409827,-0.00216439,0.00892224,-0.00122114,-1.26466e-4,0.0166684,0.038637,-0.014523,-0.0355936,0.089233,-0.0787831,0.0942223,-0.049537,-8.61177e-4,0.0274011,11.66450023651123,1134
098_5,Connecticut,-71.95901,41.85424,Wild,5e-6,0.999989,5e-6,-0.0302893,0.0139713,-0.0108865,0.0210218,0.00309636,0.00166109,3.53456e-4,0.0105839,-0.0356199,6.49362e-4,-0.00746454,0.0320481,0.00999345,0.00344604,-0.0099175,-0.0233668,0.00400296,0.0179001,-6.14004e-4,0.0312437,0.999924,7.6e-5,0.0549672,-0.00332224,0.0564607,-0.0260267,0.00231225,0.00945279,0.0668845,-0.0156126,0.0440358,0.0214588,0.00693052,0.00925636,0.0255803,0.0125218,0.0114486,-0.00136884,0.0332254,0.0748113,-0.0521337,-0.0372531,8.751333236694336,1246
098_4,Connecticut,-71.95901,41.85424,Wild,5e-6,0.999989,5e-6,-0.0304844,0.0140689,-0.0112879,0.0208926,0.00187954,0.00505317,4.29163e-4,0.0110152,-0.0389073,7.05929e-4,-0.00804329,0.0292611,0.0114154,-0.00448168,-0.00788691,-0.0185958,0.00322178,0.0237214,-0.0075807,0.0409737,0.999925,7.5e-5,0.0586377,-0.00199285,0.0573813,-0.0385163,0.0165601,0.00941943,0.0633198,-0.00711329,0.0327321,0.0183835,0.0163072,-0.00141133,0.0142066,0.020748,0.0146418,-0.0063356,0.0527049,0.0789657,-0.0753251,-0.0561271,8.751333236694336,1246
098_3,Connecticut,-71.95901,41.85424,Wild,6e-6,0.999988,6e-6,-0.0275503,0.0138795,-0.0105576,0.0196794,-3.59951e-4,0.00485214,-0.00262103,0.0083948,-0.0349184,0.0101077,-0.00571713,0.0186669,0.0108372,0.00213014,-0.0117908,-0.0130202,4.07432e-4,0.0164915,0.00578389,0.0318482,0.999909,9.1e-5,0.0519495,-0.0035287,0.050788,-0.0267702,0.00726438,0.00729723,0.076226,-0.00385398,0.0405286,0.0222364,0.0320299,-0.0208341,0.0315626,0.028884,0.0314061,0.00154835,0.0339266,0.0633522,-0.0582583,-0.0404703,8.751333236694336,1246
588145,Pennsylvania,-75.1433,40.353971,Conserved,5e-6,0.999989,5e-6,-0.030762,0.0127274,-0.00950882,0.0208394,0.00185363,-0.00141403,0.00123969,-8.88819e-4,0.00159991,0.00715903,-3.00811e-5,0.00702267,0.0109713,9.12287e-4,0.00167457,-0.00189217,0.00251114,0.00672737,0.0172014,-0.0182085,0.57833,0.42167,0.00344873,0.00782103,0.0296313,0.0137793,-0.029268,-0.0111263,0.0164434,0.00735094,-0.0155998,-3.91993e-4,-0.0120938,0.011691,-0.0151487,0.00350208,-0.00495863,0.0397684,0.046479,0.0549273,0.0148868,0.0160255,10.895999908447266,1165
052_2,Virginia,-80.11744,37.02033,Wild,0.098778,0.901216,6e-6,-0.0174823,-0.00833335,-0.0166447,-0.0100711,-0.0220863,-0.0206957,-4.09389e-4,-0.0124871,0.113657,-0.0844713,0.0446033,-0.0952684,-0.0656132,-0.0241296,-0.0248815,-0.0380438,0.00410202,-0.0301879,-0.048303,0.0740106,1.06e-4,0.999894,-0.154611,-0.100349,-0.0275787,-0.0351817,0.0473247,0.0684277,-0.00990451,0.0138602,0.00107458,0.0313715,0.0348473,-0.0835861,-0.0155633,-0.0832825,0.148875,-0.217893,0.179253,-0.166379,-0.0347854,0.0929273,11.66450023651123,1134
098_1,Connecticut,-71.95901,41.85424,Wild,6e-6,0.999988,6e-6,-0.0287596,0.0131612,-0.00938394,0.0194317,0.00309993,0.00365322,-0.00309375,0.0111652,-0.033235,-4.06399e-4,-0.0104036,0.0274099,0.00614941,0.00192182,-0.00846584,-0.0123347,8.67453e-4,0.0169832,0.00456205,0.0160673,0.998296,0.001704,0.0459109,-6.0628e-4,0.0490508,-0.0176426,-9.24608e-4,0.00859133,0.036812,-0.019931,0.0219386,2.08965e-4,0.0172104,-0.00718229,0.0139138,0.015501,0.0283722,0.0118043,0.0447426,0.0868091,-0.0466118,-0.0395812,8.751333236694336,1246
052_5,Virginia,-80.11744,37.02033,Wild,6e-6,0.999988,5e-6,-0.0307188,0.00896296,-0.0136869,0.0148543,-0.0152282,-0.00949807,-0.0017502,-0.0204058,0.111997,-0.0715775,0.046627300000000003,-0.0974516,-0.0359332,-0.0359525,-0.0160828,-0.0664704,0.0125554,-0.0184622,-0.0287195,0.0416762,6.3e-5,0.999937,-0.156749,-0.11217,-0.038218,-0.0344982,0.0375923,0.00919683,0.0113539,0.00368534,0.0170438,0.0182966,0.0221918,0.0311482,-0.0313518,-0.0584212,0.114741,-0.143701,0.156419,-0.0600805,-0.00322346,0.0222754,11.66450023651123,1134
052_4,Virginia,-80.11744,37.02033,Wild,7e-6,0.999987,6e-6,-0.0287634,0.00824183,-0.0114914,0.0146068,-0.00947387,-0.00720014,-0.00400972,-0.0206609,0.0970123,-0.060512,0.032904,-0.090047,-0.0398764,-0.0318926,0.00115591,-0.0597987,0.0151286,-0.009977,-0.0126073,0.0447201,8.8e-5,0.999912,-0.133583,-0.0883118,-0.0223011,-0.0390633,0.0334031,0.00452341,0.0122308,0.0173942,0.0192956,-0.00179744,0.0132899,0.0495081,-0.0456678,-0.0308082,0.131599,-0.145249,0.167784,-0.0597287,-0.0226942,-0.0012237,11.66450023651123,1134
114_4,New Hampshire,-70.99704,43.79543,Wild,6e-6,0.999987,7e-6,-0.0239738,0.0163366,-0.0106487,0.0210332,4.45922e-4,0.012431,-8.83229e-4,0.0176718,-0.0780955,0.0185,-0.0172,0.025002,0.00957464,0.0174773,-0.0523688,-0.0185085,0.0408475,-0.166917,-0.0511193,-0.059022,0.999929,7.1e-5,0.128106,-0.0441257,-0.201762,0.211016,0.178067,-0.0236483,0.0299215,-0.0139821,0.0289678,-0.0263151,0.0598162,0.0124703,-0.0155052,0.00633523,-0.00312281,-0.0171054,-0.00324057,-0.00907753,-0.0145308,-0.00248482,6.758333206176758,1228
114_3,New Hampshire,-70.99704,43.79543,Wild,6e-6,0.974821,0.025172,-0.0193417,0.0215656,-0.0104002,0.0215855,-3.47679e-5,0.0118517,-0.00859114,0.0194474,-0.0785216,0.018833,-0.0256119,0.027673,0.0157671,0.0157793,-0.0572166,-0.0159507,0.041737,-0.17760600000000001,-0.0495008,-0.0508398,0.999932,6.8e-5,0.136918,-0.0486613,-0.211381,0.229597,0.204404,-0.0269384,0.0396906,-0.0130362,0.0341616,-0.0229181,0.0757169,0.0095277,-0.0272712,-0.0198494,-0.00109769,-0.019444,0.00153567,-0.00993086,-0.0173775,9.89741e-4,6.758333206176758,1228
114_5,New Hampshire,-70.99704,43.79543,Wild,6e-6,0.981742,0.018252,-0.020682,0.0183856,-0.0105223,0.022161,3.45095e-4,0.0136651,0.00177459,0.0149054,-0.0719774,0.0193032,-0.0173279,0.0265374,0.0143286,0.015864,-0.0566266,-0.0159112,0.0360384,-0.161292,-0.0461868,-0.0488812,0.999933,6.7e-5,0.127907,-0.0454065,-0.197014,0.217057,0.191111,-0.0377028,0.039736,-0.015434,0.0320842,-0.0310774,0.0876943,0.010618,-0.0300368,0.00120344,0.00253253,-0.0143722,0.0050202,4.91354e-4,-0.00599579,-0.00507556,6.758333206176758,1228
483145,Pennsylvania,-76.408129,40.076286,Conserved,5e-6,0.999989,5e-6,-0.0307188,0.01104,-0.00976645,0.0190623,-0.00654755,-0.00258999,-0.00189427,0.00118084,0.00789204,0.00130159,-0.00451826,0.00594539,0.00105989,0.00480462,7.13325e-4,-0.0161621,0.00736711,0.00180166,0.00463887,-0.00379247,0.57611,0.42389,-4.16055e-4,9.15315e-4,0.00765607,0.00266591,-0.00958962,0.00584634,0.0361555,0.014736,-0.0224725,-0.00190782,0.00175523,-0.00411521,-0.0139213,0.0304457,-0.022442,0.0125762,0.0436424,0.0640321,0.013604,0.0183109,11.46150016784668,1051
483147,Pennsylvania,-75.197624,39.986527,Conserved,5e-6,0.999989,5e-6,-0.0307408,0.0125092,-0.00903211,0.0207365,-0.00539214,-5.59817e-4,-4.6886e-4,-6.73381e-4,0.00348292,0.0032811,-0.0038975,0.0116381,0.010842,0.00416837,0.00877724,-0.00375469,0.00525167,-6.49417e-4,0.00828493,-0.002497,0.570433,0.429567,0.00137922,0.0156117,0.00973503,-0.00385274,-0.00796491,-0.0126756,0.0186858,0.0151235,-0.0170312,0.00460057,0.00355589,0.015218,-0.0234812,0.0161687,-0.00546159,0.0120859,0.0264711,0.0315964,0.014897,-0.0234674,12.85200023651123,1129
483146,Pennsylvania,-75.06711,40.351392,Conserved,5e-6,0.999989,5e-6,-0.0312198,0.0126711,-0.00950454,0.0208932,-0.00204492,-0.003432,0.00144406,5.20396e-4,-0.0108519,0.00527445,-0.00318599,-4.85958e-4,1.2613e-4,2.08447e-4,-0.0037376,-0.0137278,0.00136364,0.00854416,0.022249,-0.00417795,0.673548,0.326452,0.0100736,-0.00661152,0.0261226,0.00760461,-0.00930196,-0.0088025,0.0278487,0.00985255,0.0156156,-0.0192967,0.00733814,0.0105583,-0.0157496,-0.00471209,0.00483751,0.00663106,0.0240295,0.0464757,0.0216285,0.00751585,10.91866683959961,1177
483149,Pennsylvania,-75.075178,40.340664,Conserved,5e-6,0.999989,5e-6,-0.0306549,0.012597,-0.00845803,0.020821,-0.00120324,0.00234049,-6.30985e-4,0.00174894,0.0052347,-7.20114e-4,-0.00578718,0.00637682,0.0026918,-0.004319,0.00203274,-0.00481604,0.0027699,0.0126369,0.00677916,-0.010364,0.569131,0.430869,-4.14417e-4,0.0061466,0.0151533,0.00591009,-0.00923461,-0.0257598,0.0168329,-0.00296534,-0.0159713,-0.0158403,-0.00554144,-0.00290947,-0.018872,-0.00984175,-0.00763932,-0.00885222,0.0202241,0.0244526,0.0237049,-0.00830066,10.91866683959961,1177
114_2,New Hampshire,-70.99704,43.79543,Wild,6e-6,0.983564,0.01643,-0.0220286,0.0197499,-0.0108746,0.0236979,0.00355419,0.0189984,0.00615292,0.019832,-0.0900564,0.0251786,-0.014535,0.023831,0.011599,0.0221254,-0.0519064,-0.0145193,0.0433538,-0.192009,-0.0521479,-0.0569666,0.999937,6.3e-5,0.145813,-0.0437529,-0.232141,0.24291,0.20038,-0.0223583,0.0372584,-0.00832364,0.0399994,-0.0353799,0.0662079,0.0219977,-0.00566727,-0.00477186,0.00939833,0.00751028,0.00416625,0.0055929,2.53611e-4,0.0223801,6.758333206176758,1228
483148,Pennsylvania,-75.342943,40.447474,Conserved,6e-6,0.999987,6e-6,-0.0267076,0.0102257,-0.0102668,0.0197602,-0.0055901,5.29993e-4,-8.73141e-4,-0.00481572,0.00161372,-0.00377157,0.00132587,0.00848807,-0.0104779,0.00399758,0.00119942,-0.0148897,0.0128468,-0.00999207,0.0299759,0.00653736,0.542859,0.457141,-0.00302512,-0.00202931,0.0153298,0.0177372,-0.0156724,0.0133775,0.0372195,0.00914033,-0.047487,-0.0273396,-0.0398698,-0.0191111,0.0382853,-0.0128578,0.0349257,0.0226727,0.048615,0.21596,0.40958,0.348308,10.577500343322754,1159
114_1,New Hampshire,-70.99704,43.79543,Wild,6e-6,0.959123,0.04087,-0.0165589,0.0209289,-0.0109652,0.0227409,0.00565123,0.0154378,0.0103644,0.0227631,-0.107286,0.0284846,-0.00776425,0.0203351,0.0117206,0.0207918,-0.0777012,-0.00235627,0.0467589,-0.231964,-0.048499,-0.0648221,0.99994,6e-5,0.167024,-0.0604863,-0.275063,0.312086,0.271202,-0.0365461,0.050545,-0.0181862,0.0461614,-0.0424024,0.108378,0.0257753,-0.017054,0.00869774,0.00109482,-0.013971,0.00907735,-0.00377653,0.0189204,0.00732089,6.758333206176758,1228
028_5,North Carolina,-81.26196,36.38859,Wild,6e-6,0.999988,6e-6,-0.0292006,0.00966652,-0.0109858,0.0142343,-0.0075964,-0.00324178,0.00126225,-0.0146344,0.0429227,0.0199608,-0.0105087,0.0209725,0.00688517,0.0187743,0.0959996,0.0803292,-0.0118215,-0.00350864,-0.00585698,-0.00207742,1.11e-4,0.999889,-0.0539724,0.121252,-0.0435819,-0.0204103,0.0135136,-0.0908164,0.0161097,-0.0443143,-0.107404,-0.0395056,0.0308333,-0.0175508,-0.0511165,0.0344369,-0.127539,0.292724,0.116722,-0.241898,0.0640845,-0.012379,10.625499725341797,1353
028_6,North Carolina,-81.26196,36.38859,Wild,6e-6,0.999988,6e-6,-0.0295871,0.0109259,-0.0110193,0.0161589,-0.00373787,0.00496196,-0.00321785,-0.0157427,0.0393917,0.0205125,-0.00991464,0.0191468,0.00420287,0.0167602,0.0947463,0.0633562,-0.00587442,-0.00410687,-0.00934943,-0.00398628,1.42e-4,0.999858,-0.0431777,0.109028,-0.0370626,-0.0114214,0.0133795,-0.0819001,0.00639676,-0.032396,-0.0973197,-0.0348598,0.0365799,-0.00278064,-0.0391471,0.0419749,-0.120975,0.252617,0.102516,-0.200987,0.0517338,0.0102975,10.625499725341797,1353
028_7,North Carolina,-81.26196,36.38859,Wild,6e-6,0.999988,5e-6,-0.0293811,0.00980596,-0.0107489,0.0166833,-0.0117162,-0.00262918,-0.00226461,-0.00864526,0.0295946,0.0109058,-0.0131091,0.0242114,0.00370078,0.0161639,0.0625174,0.0435781,-0.00571533,-0.00542219,-0.00681471,-0.0104884,0.087644,0.912356,-0.032442,0.0708672,-0.0266737,-0.0129274,-0.00275803,-0.0770992,0.00735545,-0.0278502,-0.0891112,-0.0377454,0.0187069,-0.00594196,-0.0220561,0.0466567,-0.0796189,0.211676,0.0758052,-0.15434,0.0309208,0.0336283,10.625499725341797,1353
028_8,North Carolina,-81.26196,36.38859,Wild,6e-6,0.999988,5e-6,-0.0301298,0.00969627,-0.0111042,0.0178168,-0.0128975,-0.00195464,-0.00212746,-0.00859969,0.0382315,0.0100619,-0.00496529,0.0124101,-0.00112547,0.0117911,0.0560366,0.0390747,-0.00356471,0.00556224,-0.00846307,-0.0163265,1.2e-4,0.99988,-0.0412909,0.0702807,-0.0268395,-0.00363035,-0.00752082,-0.0712943,0.0180382,-0.0297649,-0.0858492,-0.037034,0.0149667,-0.00668983,-0.0344271,0.0385649,-0.071992,0.182443,0.0704311,-0.155877,0.0538339,-0.00713982,10.625499725341797,1353
483150,New Hampshire,-71.406634,42.874156,Conserved,0.045073,0.954921,7e-6,-0.0192792,0.00541356,-0.00928538,0.00455823,-7.26405e-4,0.00495564,-0.00222643,0.0171627,-0.0548888,0.00151507,-0.0187156,0.00854757,-0.00970998,0.0165532,-0.0187787,-0.00582194,0.00562572,-0.00623202,-0.00582181,0.0211003,0.999878,1.22e-4,0.0636386,-0.0200234,-4.45132e-4,-0.00637265,0.0509972,0.0172034,-0.0279244,-0.00125395,-0.0135061,0.00361411,-0.0426562,-0.0291501,0.0489441,0.0174718,0.0331592,-0.0245663,-0.0203205,-0.0556656,0.0218466,0.0654111,8.19433307647705,1092
483152,New Hampshire,-70.934703,43.325313,Conserved,0.019598,0.980395,7e-6,-0.0219998,0.00854209,-0.0125548,0.0102835,0.0034066500000000002,0.00827248,-8.82957e-4,0.0146769,-0.0461152,-1.49593e-4,0.00585451,0.00623994,-0.0109285,0.00194852,-0.00794452,-0.0240375,-0.00332458,-0.0279217,-8.34209e-4,0.0109539,0.906469,0.093531,0.0455608,-0.0320475,-0.0275015,0.00445903,0.0307407,0.00589052,-0.013291,0.0517883,-0.0114553,-0.0245586,-0.0726654,-0.0565593,0.0177718,0.0428676,-0.00172562,-0.0495196,0.0021149,-0.0348236,-0.0107913,-0.0166367,7.937833309173584,1124
483151,New Hampshire,-71.301577,42.910502,Conserved,0.154859,0.845135,6e-6,-0.00764794,-0.0128022,-0.0138653,-0.0242049,-0.00406613,-0.00527451,0.00709947,0.00954276,-0.0391707,0.00279984,0.00774003,0.0194981,0.00387058,0.0193126,-0.0116241,-0.00951738,-0.00810895,-0.0228294,-0.0379196,0.041078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.194999694824219,1084
028_4,North Carolina,-81.26196,36.38859,Wild,0.168493,0.831501,6e-6,-0.00789076,-0.016522,-0.0171098,-0.0302175,-0.0188766,-0.0218394,8.49683e-4,-0.00391878,0.0255997,0.0260343,-0.0204646,0.0143996,-0.00321517,0.0221356,0.100896,0.0609223,-0.0101691,0.00873931,-0.0263518,0.0018759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.625499725341797,1353
