ind,GEO,LON,LAT,Source,Cluster1,Cluster2,Cluster3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,filt_Cluster1,filt_Cluster2,filt_PC1,filt_PC2,filt_PC3,filt_PC4,filt_PC5,filt_PC6,filt_PC7,filt_PC8,filt_PC9,filt_PC10,filt_PC11,filt_PC12,filt_PC13,filt_PC14,filt_PC15,filt_PC16,filt_PC17,filt_PC18,filt_PC19,filt_PC20,wc2.1_2.5m_bio_1,wc2.1_2.5m_bio_12
102_4,Massachusetts,-72.09459,42.43742,Wild,6e-6,0.999987,6e-6,-0.0280083,0.0115503,-0.00854385,0.0162124,0.00653525,0.00786876,-3.00025e-4,0.00996046,-0.0480621,0.00798707,-0.0123349,0.0257415,0.00900774,0.00211481,-0.0149063,-0.0310793,0.0116659,0.00688759,-0.0103631,0.0128964,0.999922,7.8e-5,0.0700779,-0.0174771,0.0399909,-0.0261897,5.77474e-4,-0.0180739,0.0575092,0.0141461,-0.0588206,0.274669,-0.00487379,0.182217,0.0680142,-0.00738533,-0.0660025,-0.0792706,-0.0272738,-0.120672,-0.0341612,0.131644,7.277999877929688,1114
081_3,Connecticut,-73.273929999999993,41.5989,Wild,0.010038,0.989956,7e-6,-0.0240661,0.00858265,-0.00845117,0.0134535,-0.00260676,-0.00203072,-0.0026025,0.00132895,-0.0118916,-3.68258e-4,-0.00322539,6.81276e-4,-0.00568267,0.011542,-0.0150473,0.00238988,-0.00356473,0.0202599,-0.00747955,0.00619889,0.722675,0.277325,0.0104652,0.00394847,0.0274229,0.00444029,5.9361e-5,0.00844173,0.0156511,0.00198697,-0.01081,-0.0129361,-0.0326797,-0.0465451,-0.0320809,0.0065667,0.0303234,-0.0124359,-0.0238891,-0.00344989,-0.00877221,0.0231991,8.912666320800781,1227
102_9,Massachusetts,-72.09459,42.43742,Wild,5e-6,0.999989,5e-6,-0.0299222,0.0135106,-0.00744055,0.0216866,0.0060066,0.00907511,-0.00114219,0.00919271,-0.0346885,0.00417801,-0.0168429,0.0232831,0.00782475,0.00486698,-0.0189795,-0.0178951,0.00701283,0.00756542,-0.00981779,0.0155981,0.999913,8.7e-5,0.0550865,-0.0114369,0.0355994,-0.0299264,0.0087982,-0.0109288,0.0344388,-0.0120798,-0.0640155,0.207091,0.0117277,0.151007,0.0639609,0.0110475,-0.0520999,-0.0635615,-0.0251584,-0.0925814,-0.026412,0.112573,7.277999877929688,1114
102_8,Massachusetts,-72.09459,42.43742,Wild,7e-6,0.999987,6e-6,-0.0260312,0.00998551,-0.00842458,0.0143841,0.00270525,0.00315213,-0.0019225,0.0083834,-0.043359,-7.36743e-5,-0.0143436,0.0239502,0.00941007,0.0113052,-0.024007,-0.0321461,0.00592782,5.43638e-4,-0.0212834,0.00625691,0.999926,7.4e-5,0.0636068,-0.026351,0.0375933,-0.0189007,0.0165484,-0.0119348,0.0353935,-0.00426252,-0.0660493,0.21624,0.00824699,0.151662,0.0376332,0.0105635,-0.0552848,-0.0707523,-0.025149,-0.101507,-0.0126699,0.113841,7.277999877929688,1114
081_1,Connecticut,-73.273929999999993,41.5989,Wild,6e-6,0.999988,6e-6,-0.026912,0.0166422,-0.0113911,0.0207505,-0.00168789,0.00547336,0.00128101,0.00493838,-0.0122305,0.00835935,0.00138227,0.0159733,0.00476542,0.00766357,-0.0057141,-0.0132841,-0.00459523,0.0423789,-0.0011003,8.99359e-4,0.823772,0.176228,0.0238766,-0.00134399,0.0284538,-0.0152091,-0.0104319,2.92729e-4,0.00805903,-0.00147075,-0.00749962,-0.0111645,-0.031955,-0.0238564,-0.0715267,0.0130095,0.0386782,0.0271375,-0.013997,0.0181153,0.0163576,0.0457336,8.912666320800781,1227
483133,New Hampshire,-71.083351,43.038049,Conserved,0.06238,0.937613,6e-6,-0.0207785,-7.34433e-4,-0.0106719,-0.0018109,-0.00218785,-0.00662228,-8.84075e-4,0.0215469,-0.0388912,-0.00426256,-0.00856147,0.0143285,-0.00888362,-0.00269208,9.42275e-5,0.00430859,-0.00290972,-0.0269586,0.0139153,-0.00355483,0.745742,0.254258,0.0265713,-0.00209388,-0.00981325,0.016252,0.0301978,0.0625772,-0.0312724,0.0306082,0.0132502,-0.01630529999999999,-0.11636,-0.129573,0.0220865,0.0314307,-0.0247858,-0.0760629,4.66919e-4,-0.0772952,-0.0206193,0.021456,8.332666397094727,1065
102_3,Massachusetts,-72.09459,42.43742,Wild,7e-6,0.999987,6e-6,-0.0274163,0.0101103,-0.00916744,0.0128743,0.00568329,0.0023721,-0.00309152,0.00444705,-0.0527775,2.32337e-4,-0.0259341,0.040106,0.0183169,0.0135724,-0.0308476,-0.0333991,0.00677122,0.0123091,-0.014868900000000001,0.00928713,0.999935,6.5e-5,0.0770944,-0.0246847,0.0578872,-0.031727,0.0105596,-0.00395874,0.0637279,-0.0201744,-0.0676071,0.287968,0.0158139,0.175179,0.0669455,0.0115843,-0.0946754,-0.105912,-0.0386698,-0.145774,-0.0481737,0.172419,7.277999877929688,1114
115_3,New Hampshire,-70.28747,43.82967,Wild,6e-6,0.738447,0.261547,0.0370489,0.0453715,-0.0212778,0.00842073,0.00116215,0.0189899,0.0448422,0.0557963,-0.207783,0.0787056,0.180345,-0.221716,-0.0882628,-0.0114258,0.0447004,0.0971864,-0.0238503,-0.00938903,0.00791011,-0.0413089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.257833480834961,1164
115_2,New Hampshire,-70.28747,43.82967,Wild,7e-6,0.866515,0.133479,0.00229601,0.0263739,-0.0176432,0.00985366,-0.00765233,0.0169842,0.0464898,0.0561809,-0.234056,0.050379,0.203724,-0.236931,-0.123766,-0.0222317,0.0847502,0.115028,-0.071744,0.0442109,0.0327284,0.0286576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.257833480834961,1164
115_5,New Hampshire,-70.28747,43.82967,Wild,7e-6,0.757773,0.24222,0.0321416,0.0446305,-0.0190087,0.010154,-0.00483306,0.00941833,0.0472118,0.0463979,-0.211754,0.0677939,0.189124,-0.235991,-0.0884596,-0.0320108,0.0670654,0.112967,-0.0490941,0.00592858,0.0301391,-0.0565472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.257833480834961,1164
115_4,New Hampshire,-70.28747,43.82967,Wild,6e-6,0.89054,0.109454,-0.0025806,0.0280173,-0.0177947,0.0149296,-0.00365179,0.0216482,0.0500212,0.0536717,-0.228334,0.0679829,0.2034,-0.241232,-0.114696,-0.0213626,0.077477,0.103421,-0.071052100000000007,0.0370331,0.0322009,0.00836124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.257833480834961,1164
115_1,New Hampshire,-70.28747,43.82967,Wild,6e-6,0.889046,0.110947,-0.00184088,0.0288287,-0.017825,0.0159716,-3.39103e-4,0.0195079,0.0466877,0.057213,-0.229785,0.0575371,0.194325,-0.247065,-0.116343,-0.0292659,0.0812244,0.0976715,-0.0633448,0.0519546,0.0360088,0.015419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.257833480834961,1164
027_5,North Carolina,-81.28898,36.3695,Wild,6e-6,0.999988,5e-6,-0.0285031,0.00631422,-0.0149188,0.0120505,-0.0159406,-0.00939703,0.00142778,-0.00872226,0.046922,0.0233086,-0.0112148,0.0538524,0.012115,0.0307525,0.151216,0.125124,-0.00738589,-0.0252827,-0.0369793,0.0980048,8.6e-5,0.999914,-0.0556476,0.237544,-0.111426,-0.0589108,0.058142,0.309596,-0.0285688,0.0782763,0.011618,0.0354016,-0.0267472,0.0259275,-0.0124064,-0.0301967,0.00814986,-0.0182745,-0.0301203,0.0135163,0.0053968,-0.0145383,11.552666664123535,1313
027_4,North Carolina,-81.28898,36.3695,Wild,3.83e-4,0.999611,6e-6,-0.0274851,0.00538123,-0.0155405,0.0118588,-0.0183153,-0.0121541,0.00305964,-0.0119895,0.0495022,0.0232291,-0.00735342,0.0486353,0.0168113,0.0339827,0.149322,0.123035,-0.012268,-0.023595,-0.0333558,0.0856884,7.8e-5,0.999922,-0.0603754,0.23558,-0.102979,-0.0521708,0.059705,0.30594,-0.010069,0.0706924,0.016985,0.0366453,-0.0118459,0.0116129,-0.00862973,-0.0164979,-0.00576397,-0.0100397,-0.0302727,-0.00584795,0.0097397,-0.0171333,11.552666664123535,1313
027_3,North Carolina,-81.28898,36.3695,Wild,7e-6,0.999988,5e-6,-0.0291678,0.0073122,-0.0143209,0.0129213,-0.0156503,-0.0132349,0.00392937,-0.0138941,0.0576118,0.0327164,-0.00716051,0.05322,0.0114277,0.0390042,0.146256,0.123205,-0.011942,-0.0307899,-0.0181269,0.0860772,8.8e-5,0.999912,-0.0589379,0.235852,-0.0989383,-0.0466968,0.0629182,0.254572,-0.0188724,0.0593374,0.00938145,0.0334538,-0.00652108,0.0449646,0.0156691,-0.0147976,0.0220681,0.0230779,-0.0299686,-7.98783e-4,0.0117998,-0.0329076,11.552666664123535,1313
027_2,North Carolina,-81.28898,36.3695,Wild,6e-6,0.999988,5e-6,-0.0310406,0.00921775,-0.0136712,0.0161962,-0.0125581,-0.00948441,0.00225343,-0.0106095,0.0456223,0.0240625,-0.0117051,0.0606249,0.0128067,0.0393244,0.149416,0.124766,-0.0100038,-0.0365748,-0.0258968,0.0942591,1.1e-4,0.99989,-0.0479835,0.248497,-0.112341,-0.0382539,0.0656831,0.334045,-0.0214703,0.0889191,0.00931449,0.0426426,-0.0130109,0.0505361,-0.00103933,-0.0132111,8.36109e-4,0.00382174,-0.0250986,4.78367e-4,0.00465107,-0.0318215,11.552666664123535,1313
027_1,North Carolina,-81.28898,36.3695,Wild,6e-6,0.999988,6e-6,-0.0284852,0.00701798,-0.0140209,0.0155886,-0.0170571,-0.0129522,0.00359507,-0.0132536,0.0558111,0.0248122,-0.0088757,0.0584355,0.0145417,0.0385882,0.161018,0.132426,-0.0130297,-0.036871,-0.0310401,0.109574,9.3e-5,0.999907,-0.0596116,0.255078,-0.121799,-0.0475403,0.062934,0.362991,-0.0161919,0.0837649,0.0180709,0.0350702,-1.28609e-4,0.0251259,-0.0101445,-0.0118752,4.74685e-4,-0.0138762,-0.016883,0.0111999,-0.0114628,-0.0259963,11.552666664123535,1313
103_4,Massachusetts,-72.09194,42.45481,Wild,5e-6,0.999989,5e-6,-0.0302646,0.0138591,-0.0103059,0.021681,-0.00137684,-0.00273734,-0.00423485,0.0011802,-0.0191149,0.00502458,-0.0190722,0.0245074,0.0174332,-0.00465312,-0.0199449,-0.0183245,0.00881299,0.0102666,-0.00153979,0.00675578,0.995477,0.004523,0.0392571,-0.00801096,0.0351901,-0.0123115,-0.00822026,-0.0188859,0.060867,0.00202678,-0.0387536,0.10092,-0.00662351,0.0188976,-0.0289355,0.0275889,-0.0333578,0.0433404,0.057039,0.125139,0.0158135,-0.242761,7.277999877929688,1114
103_3,Massachusetts,-72.09194,42.45481,Wild,5e-6,0.999989,5e-6,-0.0321894,0.0123317,-0.0109411,0.0230569,-0.00107195,-0.00131029,-9.14396e-4,0.00808845,-0.0318708,0.00521078,-0.0253286,0.0292986,0.0207752,-0.00455141,-0.0191685,-0.0295362,0.0143279,-0.00240463,-0.00828528,0.0212413,0.999913,8.7e-5,0.056409,-0.0122197,0.0160741,-0.018379,-0.0145388,-0.0134702,0.0827565,0.00673894,-0.0445064,0.117965,-0.0143947,0.0286343,-0.0161408,0.0187654,-0.033986,0.0440317,0.0623853,0.155573,0.0290869,-0.28978,7.277999877929688,1114
080_3,Connecticut,-73.27788,41.59968,Wild,0.502175,0.497819,6e-6,0.0283007,-0.0590288,-0.0218412,-0.118102,-0.0112244,-0.0137428,0.0115219,-0.00498457,-0.00673471,6.8901e-4,-0.00244677,-0.00586852,0.0113976,-0.0166641,-0.0298693,0.0278236,-0.0261109,0.23638,-0.54178,-0.203176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.912666320800781,1227
080_2,Connecticut,-73.27788,41.59968,Wild,0.54495,0.455043,6e-6,0.0363362,-0.0655698,-0.0213463,-0.119542,-0.016469,-0.0201683,0.0139694,-0.0168975,-0.00132317,0.0322361,-0.00955021,-0.0421245,0.0465089,0.00592223,-0.0402127,0.0168555,-0.0218993,0.254421,-0.418793,-0.178476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.912666320800781,1227
023_10,North Carolina,-81.32193,36.37637,Wild,0.22644,0.773554,6e-6,-3.61433e-4,-0.0242178,-0.0163442,-0.0414732,-0.0157462,-0.00653021,0.00579562,-0.0223895,0.0372924,0.017739,-1.07193e-4,0.0129005,0.0445955,0.00909776,0.0659945,0.0519813,-0.0133746,-0.0035592,-0.074801,-0.0973868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.594499588012695,1356
023_12,North Carolina,-81.32193,36.37637,Wild,5e-6,0.999989,5e-6,-0.0314139,0.01112,-0.0113496,0.0183767,-0.00805259,-0.00165637,-0.0042056,-0.0132143,0.0332303,0.00933148,-0.00896547,0.0193277,0.0134397,0.0114041,0.0522422,0.0360316,-0.0047259,0.00156131,-0.0145454,-0.0474285,0.050763,0.949237,-0.028105,0.0547898,0.00768206,0.00454843,-0.00314242,-0.0384279,0.00140659,-8.11542e-4,-0.0164149,-0.00439877,-0.0101696,0.0457437,-0.00973055,0.0388715,-0.00596918,0.0880279,0.0462499,0.17877,-0.252048,0.175613,10.594499588012695,1356
103_2,Massachusetts,-72.09194,42.45481,Wild,5e-6,0.999989,5e-6,-0.0317776,0.0127991,-0.00960668,0.0229834,6.01454e-4,-2.1331e-4,-0.00274665,0.00764622,-0.032052,0.00601739,-0.00837413,0.0220694,0.0171172,-0.00165033,-0.0156134,-0.0189264,0.015292,0.00330295,-0.00811728,0.012558,0.999883,1.17e-4,0.047974,-0.00596886,0.0182566,-0.0135619,-0.00914806,-0.0132301,0.0673536,0.00378309,-0.03654,0.109539,-0.00921271,0.0115786,-0.0381104,0.00576044,-0.0223603,0.0386076,0.0501576,0.118008,0.00126264,-0.240702,7.277999877929688,1114
103_1,Massachusetts,-72.09194,42.45481,Wild,5e-6,0.999989,5e-6,-0.031628,0.0141851,-0.00903535,0.0235097,0.00251038,-6.13858e-4,-0.00397799,0.00892043,-0.0340229,0.00290725,-0.0223199,0.0308672,0.0168066,-0.00542638,-0.0282078,-0.0257171,0.00916574,0.0065888,-0.00965473,0.0243471,0.999923,7.7e-5,0.0607186,-0.0156749,0.027781,-0.0225626,-0.0105832,-0.00216768,0.0697753,0.0189088,-0.0346148,0.132382,-0.0105352,0.0178327,-0.0199649,0.0360309,-0.0303956,0.0267519,0.0640512,0.144836,0.0276179,-0.271543,7.277999877929688,1114
023_13,North Carolina,-81.32193,36.37637,Wild,5e-6,0.999989,5e-6,-0.0316149,0.0116754,-0.0111347,0.0183475,-0.00828838,-0.00283967,-0.00390353,-0.0132018,0.0365438,0.0117807,-0.00706996,0.0179764,0.0122803,0.00357895,0.0601704,0.0359867,-0.00355903,0.00403269,-0.0176795,-0.0512857,0.00202,0.99798,-0.0342695,0.0566512,-0.00376191,1.57111e-4,-0.00657679,-0.0352291,0.0101962,1.53895e-4,-0.0304718,-0.0078406,-0.0118073,0.0507817,-0.00887107,0.0346488,0.00253253,0.0971233,0.040549,0.16216,-0.223756,0.15245,10.594499588012695,1356
597172,Unknown,NA,NA,Conserved,5e-6,0.464,0.535995,0.0368026,-0.0126319,0.298107,0.0315287,0.213286,-0.202429,0.0843051,-0.0105913,0.0228856,0.00916807,-0.00284161,-0.025737,-1.00483e-5,-0.00771906,0.0106168,0.00830762,-0.00637463,-0.00179854,-0.00456413,-0.0142379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
039_1,Virginia,-80.39888,36.7793,Wild,7e-6,0.999988,5e-6,-0.0285297,0.00732311,-0.0116534,0.0127567,-0.0110707,-0.00597246,-0.00351392,-0.0183953,0.0662907,-0.0398063,0.0160209,-0.0588047,-0.0192125,-0.0224021,-0.00876334,-0.0307613,0.00993146,-0.0114824,-0.00163226,0.0116183,1.02e-4,0.999898,-0.0992141,-0.0643912,-0.0197308,-0.0260344,0.0244296,-0.00416366,8.76007e-5,-0.00185989,-0.00179697,-0.00407354,0.00949762,0.0212928,0.0149747,-0.00848292,0.0658337,-0.00972124,0.0578205,-0.0171989,0.0222502,0.00353262,10.297666549682615,1176
039_3,Virginia,-80.39888,36.7793,Wild,6e-6,0.999988,5e-6,-0.0306058,0.00892077,-0.010735,0.0165901,-0.00670742,-0.00396977,-6.64395e-4,-0.0118074,0.060788,-0.0399995,0.0231701,-0.0517325,-0.0175778,-0.0222563,-4.62094e-4,-0.0314776,0.011372,-0.016201,0.00572693,-3.02882e-4,0.033647,0.966353,-0.0863861,-0.0490809,-0.01784,0.00983744,0.0115973,0.00586494,0.00269264,0.0454593,0.00401684,-0.020139,0.0131888,0.0221271,-0.0167857,-0.0304016,0.0820506,-0.0521738,0.101151,-0.0453719,0.0183998,0.0138073,10.297666549682615,1176
588583,Unknown,NA,NA,Conserved,5e-6,0.999989,5e-6,-0.0306315,0.0131201,-0.00605042,0.0220901,0.00213076,0.00221596,-4.74659e-4,0.00437234,-0.00588436,0.00255371,-0.00355719,0.0156052,0.00846164,7.66383e-4,1.20289e-4,-0.0136212,0.00603859,0.0201172,0.00129533,-0.00129938,0.759955,0.240045,0.0173817,0.00218368,0.0249621,-0.00180305,-0.00529015,-0.00961549,0.0144826,0.00842213,-0.0142627,-0.00482156,0.0030439,0.00228146,-0.0381314,0.00721641,0.0284493,0.00356243,0.0168235,0.0213041,0.00349062,0.00729299,NA,NA
588584,Unknown,NA,NA,Conserved,0.017227,0.982767,7e-6,-0.0238754,0.00866639,-0.009248,0.0110534,2.06909e-4,0.00347107,0.00230283,-0.00497785,-0.0176402,0.0087242,0.0106486,0.00943919,0.00854838,0.00217088,0.00680109,-0.0222868,0.00846953,0.00187816,0.00177055,0.00341751,0.739161,0.260839,0.0213253,-0.00471713,0.0187127,-0.0182238,-0.0145404,-0.00654433,0.0265,0.0179666,-0.00981265,0.00237298,-0.00353369,-0.0293421,-0.00825264,-0.00420207,0.0447911,0.0452512,0.0151034,0.00186287,0.0358013,0.0160965,NA,NA
588585,Unknown,NA,NA,Conserved,6e-6,0.999987,6e-6,-0.0281418,0.0132284,-0.011618,0.0204135,-0.00370725,-0.0014533,-0.00167295,0.00758145,-0.00559723,0.00211838,0.00495156,0.00998144,0.0103125,0.00151688,-0.00517831,-0.0101305,-0.00252723,0.0207575,0.0162463,-0.00956514,0.686526,0.313474,0.0118071,-4.43561e-4,0.0263021,0.00821144,-0.0111273,0.00843213,0.013,0.0075052,-0.00152861,-0.0029279,3.98667e-4,-0.0204636,-0.0557802,0.00466967,0.0107469,0.0184777,0.0056215,0.0317656,0.0108889,0.0379543,NA,NA
116_2,New Hampshire,-72.17156,43.36342,Wild,6e-6,7e-6,0.999987,0.230264,0.190023,-0.053127,-5.24072e-4,-0.0255491,0.0632971,0.248933,-0.0113891,0.006908,0.0235845,-0.0121398,-0.0180091,0.014466,-0.0102001,-0.00397844,-0.00276341,-0.0417735,-0.146401,-0.0750781,-0.221881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.773333549499512,1030
094_3,Connecticut,-71.85046,41.68021,Wild,0.00546,0.994534,6e-6,-0.0258485,0.00833329,-0.011151,0.0181603,-0.00162696,-1.80279e-4,0.00678423,0.010467,-0.0258029,-0.0028705,-0.0124698,0.0318612,0.0144545,-0.00415513,-0.0337685,-0.02854,0.00511021,0.0284525,0.0108423,0.0372364,0.998693,0.001307,0.040305,-0.0242252,0.0675739,-0.0456978,0.0112829,0.0711478,0.0900003,-0.0180117,0.0906329,-0.0330031,0.133743,-0.219528,0.0495926,0.12856,-0.14386,-0.0689347,0.0843705,-0.0253071,-0.0121427,-0.0144132,9.050166130065918,1269
094_2,Connecticut,-71.85046,41.68021,Wild,0.028035,0.971958,6e-6,-0.0243591,0.00597122,-0.0105424,0.00865855,-0.00486446,-0.00192299,0.00543959,0.00792327,-0.0244778,-0.0086162,-0.00546729,0.0342308,0.0100741,-0.00192542,-0.0236975,-0.0329929,0.00374598,0.0262437,-0.00425769,0.0635559,0.957513,0.042487,0.0393758,-0.0186459,0.0751253,-0.0659449,0.0194527,0.0939547,0.116535,-0.00533655,0.0989663,-0.0389928,0.147003,-0.303504,0.085808,0.162919,-0.167038,-0.12783,0.118992,-0.074849,-0.0299333,0.056028,9.050166130065918,1269
116_1,New Hampshire,-72.17156,43.36342,Wild,6e-6,7e-6,0.999987,0.240128,0.200996,-0.0510931,-0.00580822,-0.0108011,0.070393,0.281543,-0.00879343,0.0750244,-0.0253853,-0.068471,0.0743306,0.0119134,-0.00876015,0.0252389,-0.0731153,-0.140861,0.192269,0.117973,0.225576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.773333549499512,1030
094_1,Connecticut,-71.85046,41.68021,Wild,5e-6,0.999989,5e-6,-0.0302584,0.0133016,-0.0112079,0.0217502,-0.00353094,-3.49219e-5,0.00243286,0.00198911,-0.0306124,0.00115647,-0.0107688,0.0242404,0.0151007,-0.00323952,-0.0237613,-0.0384381,0.00179477,0.0281556,0.00282803,0.0300494,0.999907,9.3e-5,0.045615,-0.0230028,0.0735855,-0.0523144,-0.00885944,0.0493894,0.0972455,-0.0122907,0.0880275,-0.0434846,0.102812,-0.190721,0.0569355,0.12883,-0.142934,-0.0780112,0.0753453,-0.0303313,-0.0233702,0.0234856,9.050166130065918,1269
116_4,New Hampshire,-72.17156,43.36342,Wild,6e-6,7e-6,0.999987,0.223394,0.181338,-0.0412459,-0.00813489,-0.00911862,0.0638857,0.224294,-0.0100525,0.046548,-0.00829628,-0.0731409,0.0487163,0.0260293,-0.0204832,0.00168215,-0.0464366,-0.134891,-0.0108997,0.0284431,0.118092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.773333549499512,1030
071_1,New York,-73.75545,41.4458,Wild,0.077716,0.922278,6e-6,-0.0172915,-0.00193644,-0.0107814,-0.00681216,-0.00380044,5.36329e-4,-0.00202367,0.00605895,-0.00642696,-0.0185416,-0.0104078,0.0121243,-0.00509499,-0.00104294,-0.00183395,0.0103664,0.00199506,-0.0059193,-0.0165427,-0.00744446,0.555611,0.444389,-0.0102784,-0.0101088,-0.0115009,-7.30072e-4,0.0178093,0.0539071,-0.0126543,0.00155402,-0.0274566,0.0343509,-0.0316568,-0.104706,-0.0172721,-0.00644106,0.00990609,-0.0449515,-0.0214032,-0.0368734,-0.0341726,0.053462,9.24216651916504,1270
116_3,New Hampshire,-72.17156,43.36342,Wild,6e-6,6e-6,0.999988,0.285005,0.228377,-0.065705,-0.00782704,-0.0324235,0.0661548,0.274889,-0.00946563,0.0611845,-0.0271968,-0.0574555,0.0555599,0.0157021,-0.00692593,-0.0219656,-0.0679758,-0.0695319,-0.166481,-0.0382309,-0.0550887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.773333549499512,1030
588647,Unknown,NA,NA,Conserved,6e-6,0.985085,0.014909,-0.0240211,0.0150376,-0.00842382,0.01879,2.33525e-4,0.00305293,0.009789,8.78837e-4,-0.0124623,0.0041077,-4.60576e-4,0.00735268,0.0034873,-0.00892483,0.00107182,-0.0156861,0.00687185,0.0172848,0.00529774,-7.53536e-4,0.714381,0.285619,0.0165314,-0.00842834,0.00679576,-0.00195491,0.00266418,0.0112441,0.0151727,0.00289311,-0.0124452,-0.028786,0.00589624,0.00199961,-0.055456,0.0194703,-0.00140266,0.0305174,-0.0221551,0.0229404,0.0276248,0.020064,NA,NA
588648,Unknown,NA,NA,Conserved,6e-6,0.999988,6e-6,-0.0291592,0.0118247,-0.00912772,0.0195955,-6.12983e-4,6.06738e-4,-7.73416e-5,0.00570506,-0.0150377,0.00988328,-0.00717189,0.00667907,-0.00270195,0.00561815,0.00783158,-0.0021286,0.00583904,0.0223701,0.00524816,-0.00333235,0.726964,0.273036,0.0172392,0.0131791,0.00902022,-0.00119869,0.00751352,-0.020519,0.0142599,0.0163493,-0.0297647,0.00736161,-0.0218465,-0.0108761,-0.0820893,0.0328326,0.0279656,0.0107464,-0.00612619,0.0323491,0.0399949,0.039821,NA,NA
116_5,New Hampshire,-72.17156,43.36342,Wild,6e-6,7e-6,0.999987,0.228174,0.178768,-0.0471196,-0.00615089,-0.0210197,0.0779201,0.298813,-0.0119303,0.0427813,0.0151727,-0.016927,-0.015161000000000001,0.0120933,-0.0192726,0.0104009,-0.00828903,-0.0994808,0.0537099,-0.0175251,-0.094609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.773333549499512,1030
083_2,Connecticut,-72.98817,41.45561,Wild,5e-6,0.999988,7e-6,-0.0274286,0.0162337,-0.0116946,0.0230072,0.00185817,0.00287695,-0.00449464,0.00460819,-0.0258937,0.00972763,0.0028214,0.00731843,0.00299577,0.00313963,-5.68453e-4,-0.014508,0.00602014,0.0260628,0.00810479,-0.010212,0.854523,0.145477,0.0289589,8.37341e-4,0.0254548,-0.00769048,-0.0139058,-0.0143095,0.0279602,0.0234554,-0.0104906,-0.0283276,-0.0156816,-0.0039257,-0.0768291,0.0224249,0.0251271,0.0550476,-0.0335657,0.0915858,-0.0252854,0.0171144,9.58316707611084,1253
083_3,Connecticut,-72.98817,41.45561,Wild,6e-6,0.999987,6e-6,-0.0267815,0.0140014,-0.0107887,0.021671,-0.00241514,0.00185433,-0.0024001,0.00574599,-0.0197244,0.00589686,5.7804e-4,0.0155873,0.00409525,0.0025828,-0.00293347,-0.00376077,0.0023209,0.0307873,0.00311934,-0.00817018,0.80359,0.19641,0.0228543,0.00474665,0.0185978,-0.00401721,-0.00424517,-0.0166175,0.0215376,0.0140942,-0.0416588,-0.00510561,-0.0291656,-0.00209914,-0.089699,0.0308873,0.0356767,0.0534582,-0.0299905,0.0861525,-0.00342783,0.0206092,9.58316707611084,1253
104_2,Massachusetts,-72.07526,42.54595,Wild,0.001809,0.998185,6e-6,-0.0246158,0.00877662,-0.00951553,0.0127242,0.0045395,0.00485017,-0.0025539,0.0152874,-0.0381931,-0.00345352,-0.014274,0.0190495,0.012663,0.00479687,-0.0134892,-0.0165704,0.0122751,0.00343572,-0.0107876,0.0307244,0.999866,1.34e-4,0.0556957,-0.0101149,0.0213435,-0.0283789,0.0202958,0.00465674,0.0518215,0.0165544,-0.0589501,0.135487,0.012168,0.00285874,0.036682,-0.022426,-0.0277355,-0.0111384,0.0249097,0.0317332,0.0243211,-0.0976093,7.0908331871032715,1100
